Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 24,20262401,Kieren Briggs,1409034,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,3,4.6,1.6,2.9,12.1,12.36,2.5,6.2,6.7,3.4,0,72,72,0,0,57,7,4,11,90.9,219,146,3,1,3,10,0,7,3,2,1,4,4,3,1,3,51,5,5,59,24,3,0,0,0,0,0,0,4,2
2026,Round 24,20262401,Xavier O'Halloran,1408737,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,2.6,1.1,2.5,5.3,11.6,8.82,1.2,9.6,3.8,7.1,0,41,37,0,0,78,6,5,11,81.8,321,136,2,3,0,10,0,2,2,2,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,3.5,2.5,0,2,0
2026,Round 24,20262401,Jordan Dawson,2da872,Adelaide,Adel,images/afl_logos/Adel-40.png,4.2,3.8,1.2,1.7,11,13.78,2.6,6.3,4,6.4,8,111,107,1.18,2,78,17,15,32,75,431,299,5,5,4,20,0,10,5,2,1,14,1,5,0,0,65,5,9,0,0,0,0,0,0,0,0,1,8,1
2026,Round 24,20262401,Darcy Fogarty,2dc423,Adelaide,Adel,images/afl_logos/Adel-40.png,-0.5,0.8,2.4,8.3,11,7.15,0,9.4,9.8,-0.4,0,89,98,0.02,0,87,11,5,16,56.3,364,179,4,4,2,8,0,6,1,6,1,4,0,9,4,0,0,0,0,0,0,0,6,3,1,20.8,-1.8,1,9,0
2026,Round 24,20262401,Lachie Whitfield,230221,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,1.2,5,2.2,2.4,10.8,10.23,0.2,5.6,3.8,2.6,0,88,69,0,0,83,14,7,21,95.2,354,290,1,0,4,9,8,4,4,4,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
2026,Round 24,20262401,Aaron Cadman,140b99e,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-0.2,2.9,-0.5,7.9,10.2,8.09,1.1,7.8,4.7,5,0,46,56,0,0,95,8,5,13,61.5,284,98,3,3,0,5,0,4,3,3,2,8,0,3,1,0,0,1,0,0,0,0,4,2,1,11.3,1.7,1,7,0
2026,Round 24,20262401,Mark Keane,140a5d6,Adelaide,Adel,images/afl_logos/Adel-40.png,4,2.5,2.8,0.4,9.7,9.69,0,8.1,4.8,1.1,0,77,62,0.01,0,87,14,2,16,75,324,201,1,4,0,7,4,4,1,4,1,5,7,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2026,Round 24,20262401,Sam Berry,140a147,Adelaide,Adel,images/afl_logos/Adel-40.png,3.4,1.4,-0.1,4.6,9.3,9.83,3.9,3.1,6.4,1.2,0,98,81,0.02,0,72,9,11,20,80,292,230,6,2,7,20,0,10,9,5,5,6,4,2,0,0,74,5,5,0,0,0,0,0,0,0,0,2,8,6
2026,Round 24,20262401,Josh Worrell,1409e0d,Adelaide,Adel,images/afl_logos/Adel-40.png,2.6,1,3,1.6,8.2,9.6,2,3.3,3.6,-0.1,0,84,59,0,0,89,10,5,15,86.7,315,231,1,3,3,10,3,5,4,3,2,4,4,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1
2026,Round 24,20262401,Rory Laird,22fde6,Adelaide,Adel,images/afl_logos/Adel-40.png,0.5,2.3,2.7,2.5,8,7.61,0.3,7.1,9.7,-1.1,0,83,73,0.01,0,86,7,16,23,91.3,-2,380,1,2,1,6,0,10,8,9,7,6,9,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,6,1
2026,Round 24,20262401,James Borlase,1409285,Adelaide,Adel,images/afl_logos/Adel-40.png,0.5,1.4,3.6,2.4,7.9,7.63,0,7.3,2,2.7,0,38,26,0,0,88,3,4,7,100,114,118,1,1,0,3,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2026,Round 24,20262401,Wayne Milera,2da322,Adelaide,Adel,images/afl_logos/Adel-40.png,0.7,1.3,1.4,4.5,7.9,9.83,1.3,3.9,3.3,1.4,0,55,68,0,0,78,11,8,19,78.9,304,188,1,2,1,6,3,3,2,2,1,8,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2
2026,Round 24,20262401,Luke Nankervis,140c167,Adelaide,Adel,images/afl_logos/Adel-40.png,1.9,1.2,4.8,0,7.8,8.1,0,7,7,-1.1,0,56,39,0,0,74,7,9,16,68.8,157,43,1,1,0,8,0,7,5,7,5,8,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2026,Round 24,20262401,Hugo Hall-Kahan,140ca29,Adelaide,Adel,images/afl_logos/Adel-40.png,4.4,0.9,0,2.4,7.7,6.47,0,6.7,5.3,1.9,0,96,76,0.01,0,78,13,11,24,83.3,439,378,2,2,1,5,1,6,6,6,6,13,5,4,0,0,0,0,0,0,0,0,1,0,1,4.3,-3.3,0,9,1
2026,Round 24,20262401,Clayton Oliver,2db9dd,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-0.6,3.5,1.6,3.1,7.6,12.67,6.3,1.6,5.4,2.8,0,70,83,0.01,0,77,11,14,25,68,365,343,5,4,3,16,0,10,7,0,0,9,1,4,0,1,72,6,10,0,0,0,1,0,0,2.6,-2.6,1,8,3
2026,Round 24,20262401,Jake Soligo,140b215,Adelaide,Adel,images/afl_logos/Adel-40.png,0.8,1.5,3.9,1.2,7.3,8.36,0.6,3.5,3.7,0.4,0,37,35,0,0,81,2,9,11,72.7,74,27,0,1,2,19,0,5,4,4,4,5,2,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,4,0
2026,Round 24,20262401,Harvey Thomas,140dc55,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,3.1,1.1,1.9,1,7.1,10.77,0.8,4.5,2.5,2.6,0,56,62,0,0,78,4,7,11,90.9,214,40,3,3,6,10,0,2,1,1,0,6,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2026,Round 24,20262401,Josh Rachele,140b1db,Adelaide,Adel,images/afl_logos/Adel-40.png,2.2,1.6,1.9,0.5,6.3,8.52,0.6,5.1,3.6,5.7,0,60,54,0,0,85,8,5,13,76.9,274,192,2,3,0,10,0,5,2,4,1,4,0,2,0,0,5,1,0,0,0,0,3,2,1,11.1,1.9,2,6,0
2026,Round 24,20262401,Callum Brown,140a616,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-1.5,5.8,1.4,0.1,5.7,8.66,0,5.7,3.3,2.3,0,50,40,0,0,83,5,1,6,66.7,189,33,3,2,2,15,0,3,1,3,1,0,0,3,0,0,5,0,0,0,0,0,2,1,1,5.7,1.3,0,3,0
2026,Round 24,20262401,Riley Hamilton,140e0b6,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-1.7,7.5,0.3,-0.6,5.6,3.59,0,4.5,3.5,3.3,0,36,53,0,0,76,4,7,11,90.9,98,157,0,2,4,19,0,4,3,4,3,3,0,1,0,0,0,0,0,0,0,0,2,1,1,6.3,0.7,0,5,0
2026,Round 24,20262401,Stephen Coniglio,22f901,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,4.6,0.2,-1.3,1.8,5.2,9.49,1.6,5.4,4.6,1.1,0,66,54,0,0,88,5,15,20,90,43,474,1,2,1,8,0,6,4,4,3,11,4,1,0,0,14,2,2,0,0,0,0,0,0,0,0,0,6,1
2026,Round 24,20262401,Nicholas Madden,140cbff,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-0.9,0.2,1.7,3.9,4.9,9.54,-0.9,3.6,4.7,-0.4,0,47,58,0,0,46,4,10,14,71.4,80,131,0,1,2,9,0,5,2,3,2,8,3,0,0,0,49,2,3,31,12,2,1,1,0,4.7,1.3,0,4,2
2026,Round 24,20262401,Brayden Cook,140b6df,Adelaide,Adel,images/afl_logos/Adel-40.png,1.8,-0.2,-0.6,3.5,4.5,8.94,0,2.8,2.5,1.2,0,63,73,0,0,79,10,6,16,75,316,182,3,1,4,13,0,3,3,2,2,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2026,Round 24,20262401,Max Gruzewski,140dc51,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-1.8,1.2,3.5,1.6,4.5,6.24,0,3.5,3,-0.1,0,53,36,0,0,90,5,1,6,83.3,211,62,4,2,0,1,0,2,2,2,2,1,0,4,0,0,0,0,0,0,0,0,2,1,1,8.1,-1.1,1,4,0
2026,Round 24,20262401,Sam Taylor,14083bf,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,4.4,0,0,0,4.4,9.05,0,4.5,1.8,0,0,35,18,0,0,25,3,0,3,100,135,0,2,1,0,2,0,1,0,1,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026,Round 24,20262401,Toby McMullin,140dc83,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,2.7,1.6,0.7,-0.7,4.2,6.08,-0.6,3.9,2.5,0.1,0,41,39,0,0,73,5,8,13,84.6,265,19,1,5,1,11,0,3,3,3,3,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 24,20262401,Joe Fonti,140eeb5,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,0.2,2.8,-0.1,1.3,4.2,7.1,0,2.1,3.8,-0.6,0,66,67,0,0,90,13,5,18,72.2,409,208,2,4,2,11,0,4,3,4,3,8,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2026,Round 24,20262401,Zac Taylor,140b1e9,Adelaide,Adel,images/afl_logos/Adel-40.png,1.4,2.6,0,0,4.1,7.36,0,3.1,3,0.1,0,34,25,0,0,29,4,2,6,66.7,112,120,1,2,0,6,0,2,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2026,Round 24,20262401,Josaia Delana,140e0a6,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,1.5,0.3,2,0.1,3.8,7.04,1.4,1.3,3.4,-1.7,0,55,58,0,0,78,4,10,14,71.4,112,184,3,5,5,15,0,5,5,3,3,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1
2026,Round 24,20262401,Conor Stone,140ad36,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,3.1,0,0.1,0.4,3.6,6.44,1.2,1.7,2.9,-0.8,0,38,33,0,0,75,3,8,11,63.6,105,72,2,2,1,8,0,3,3,2,2,7,1,1,0,1,9,0,0,0,0,0,1,0,1,2.3,-1.3,1,5,0
2026,Round 24,20262401,Max Michalanney,140ab4a,Adelaide,Adel,images/afl_logos/Adel-40.png,0.3,0.2,0.2,2.3,3,4.86,-0.1,2.1,4,-2.6,0,65,64,0,0,88,10,4,14,71.4,264,136,2,1,3,9,0,5,3,4,2,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2026,Round 24,20262401,Harry Himmelberg,2dabd3,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,-0.2,0.9,0.4,0.2,1.3,9.87,0,2,3.2,0.2,0,52,47,0,0,93,8,6,14,78.6,229,209,1,4,1,5,1,4,2,4,2,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2026,Round 24,20262401,Isaac Cumming,14074b4,Adelaide,Adel,images/afl_logos/Adel-40.png,1,0.8,-1.8,0.8,0.8,7.97,-0.4,0.1,1.6,-1.8,0,36,36,0,0,66,7,1,8,75,177,22,1,1,1,10,0,1,1,0,0,4,1,3,0,1,0,0,1,0,0,0,1,1,0,5.4,0.6,0,3,0
2026,Round 24,20262401,Toby Greene,230630,Greater Western Sydney,GWS,images/afl_logos/GWS-40.png,0.5,-0.6,-3.2,2.1,-1.2,11.08,2.3,-5.3,2.1,-3.8,0,39,78,0,0,89,13,4,17,41.2,321,172,4,5,3,17,0,3,3,0,0,7,0,5,0,0,30,3,3,0,0,0,4,1,3,11.2,-2.2,0,6,1
2026,Round 24,20262402,Logan Morris,140dcb3,Brisbane,Bris,images/afl_logos/Bris-40.png,4.2,7.1,2.4,14.2,28,8.61,3.9,19.9,6.5,17.5,10,141,122,2.86,86,78,12,3,15,86.7,254,85,2,1,2,6,0,3,2,3,2,3,0,8,1,0,0,1,1,0,0,0,9,8,0,31.5,16.5,1,9,1
2026,Round 24,20262402,Lachie Neale,22ff1f,Brisbane,Bris,images/afl_logos/Bris-40.png,2.2,10.9,5.2,7.1,25.4,13.38,18,3.1,11.2,9.3,8,126,104,2.01,14,82,15,20,35,80,334,514,6,2,2,19,0,22,12,2,2,10,1,2,0,0,81,16,16,0,0,0,2,0,1,5.5,-4.5,3,9,3
2026,Round 24,20262402,Josh Dunkley,2daeaa,Brisbane,Bris,images/afl_logos/Bris-40.png,5.4,7,0.3,6,18.8,11.26,8.1,5.3,8.2,5.3,4,128,106,0.37,0,77,13,14,27,66.7,307,192,6,5,6,31,0,11,8,3,2,8,0,5,1,0,81,5,6,1,0,0,0,0,0,0,0,0,4,0
2026,Round 24,20262402,Conor McKenna,2dbe56,Brisbane,Bris,images/afl_logos/Bris-40.png,7.3,2.6,9.4,-0.5,18.7,8.4,0,17.8,3.4,14.4,4,90,62,0.09,0,72,10,1,11,81.8,271,51,1,2,0,8,0,3,2,3,2,5,3,2,0,0,0,0,0,0,0,0,5,4,0,15.4,8.6,2,6,1
2026,Round 24,20262402,Jordan De Goey,2db009,Collingwood,Coll,images/afl_logos/Coll-40.png,8,0.3,4.7,5.4,18.3,10.04,2.4,8.5,5.5,6.7,3,114,117,0.21,0,76,12,20,32,71.9,421,356,3,5,4,15,0,10,3,2,0,14,1,6,1,0,58,6,7,0,0,0,2,2,0,8.3,3.7,0,10,1
2026,Round 24,20262402,Edward Allan,140c8c3,Collingwood,Coll,images/afl_logos/Coll-40.png,6.6,0.7,-0.1,10.2,17.3,10.93,9.3,3.7,6.9,6.9,0,87,73,0.01,0,78,4,19,23,78.3,275,280,1,0,4,26,0,9,8,1,1,12,1,1,0,0,74,6,5,0,0,0,1,1,0,3.3,2.7,0,7,3
2026,Round 24,20262402,Sam Draper,1408509,Brisbane,Bris,images/afl_logos/Bris-40.png,6,2.6,2.8,5.1,16.6,11.7,7,7.4,8,3.8,1,80,85,0.08,0,66,11,3,14,50,328,33,5,3,1,7,0,8,2,3,1,3,4,4,2,3,67,6,4,67,28,10,2,1,1,7.8,-0.8,0,5,3
2026,Round 24,20262402,Sam Swadling,140ffdd,Collingwood,Coll,images/afl_logos/Coll-40.png,1.1,5.2,5.2,5.2,16.6,8.46,0.9,12.7,3.7,9.3,0,109,110,0.02,0,82,17,15,32,81.3,595,337,3,4,2,15,2,6,6,4,4,16,5,6,0,0,0,1,2,0,0,0,2,1,0,5.2,0.8,0,6,2
2026,Round 24,20262402,Cam Rayner,14077fb,Brisbane,Bris,images/afl_logos/Bris-40.png,4.8,6.6,3.6,1.4,16.5,10.06,2.7,9.2,5.9,6.3,0,94,85,0.05,0,83,12,9,21,61.9,307,262,1,5,3,15,0,8,5,4,3,7,3,5,1,1,14,1,3,0,0,0,2,1,1,4.8,2.2,2,7,2
2026,Round 24,20262402,Zac Bailey,1407848,Brisbane,Bris,images/afl_logos/Bris-40.png,4.1,2.3,3.3,5.8,15.6,12.55,2.5,11.6,4.6,9.2,0,94,97,0.03,0,79,14,10,24,79.2,369,209,3,2,2,20,0,6,5,3,3,9,0,7,0,0,35,4,4,0,0,0,1,1,0,5.5,0.5,1,5,2
2026,Round 24,20262402,Charlie Cameron,2da211,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.1,1.4,8,5.8,15,9.08,1.5,12.7,6.2,7.7,0,63,55,0,0,80,5,6,11,90.9,202,185,2,0,1,10,0,4,2,2,1,3,0,4,1,0,0,2,1,0,0,0,2,2,0,8.5,3.5,0,4,1
2026,Round 24,20262402,Roan Steele,140daad,Collingwood,Coll,images/afl_logos/Coll-40.png,3.2,6.8,3,1.5,14.4,8.07,1.4,11,5.2,7.2,0,99,87,0,0,90,12,12,24,83.3,334,272,2,3,3,17,0,7,7,4,4,10,3,5,0,0,0,2,1,0,0,0,1,0,0,2.4,-2.4,2,7,2
2026,Round 24,20262402,Nick Daicos,140ca1d,Collingwood,Coll,images/afl_logos/Coll-40.png,8.3,5.1,1.5,-0.5,14.3,17.16,3.3,8,6.7,6.5,0,92,69,0.02,0,62,13,13,26,69.2,362,417,5,3,1,19,1,12,7,4,4,11,2,1,0,0,51,5,7,0,0,0,1,1,0,3.1,2.9,0,4,0
2026,Round 24,20262402,Oscar Allen,1408061,Brisbane,Bris,images/afl_logos/Bris-40.png,2.2,1.8,3.2,6.6,13.8,5.59,0,12.5,1.3,12.1,0,55,55,0.01,0,71,5,3,8,100,171,44,0,2,0,8,0,2,2,2,2,1,0,3,0,0,0,0,0,0,0,0,4,4,0,11.6,12.4,0,4,0
2026,Round 24,20262402,Darcy Cameron,2da0d3,Collingwood,Coll,images/afl_logos/Coll-40.png,5.4,3.1,5,0.1,13.6,11.9,3.9,4.2,4.8,-1.5,0,100,88,0,0,66,8,7,15,66.7,106,138,2,2,2,11,0,8,3,5,3,5,4,2,1,1,65,2,5,71,34,14,0,0,0,0,0,0,3,2
2026,Round 24,20262402,Eric Hipwood,2daf21,Brisbane,Bris,images/afl_logos/Bris-40.png,3.2,1.4,5.9,2.8,13.3,4.82,0,12,10.9,3.7,0,99,90,0.03,0,74,8,7,15,73.3,176,154,0,3,3,6,0,8,4,8,4,4,3,7,2,0,0,0,0,0,0,0,6,3,2,22.2,-2.2,1,9,2
2026,Round 24,20262402,Dan Houston,2db077,Collingwood,Coll,images/afl_logos/Coll-40.png,0.2,0.7,9,3.3,13.2,9.19,-0.3,12.2,10.1,2.2,0,78,83,0.01,0,81,13,7,20,70,348,118,3,3,1,9,2,8,4,7,3,5,9,7,2,4,0,0,1,0,0,0,1,1,0,1.7,4.3,0,2,0
2026,Round 24,20262402,Charlie West,140da36,Collingwood,Coll,images/afl_logos/Coll-40.png,0.6,2.5,3.4,5.9,12.3,4.54,0,11.9,5.7,6.8,0,62,55,0,0,85,5,1,6,83.3,135,18,1,0,3,8,0,5,2,5,2,1,1,2,1,0,0,0,0,0,0,0,4,3,1,12.2,6.8,1,5,1
2026,Round 24,20262402,Will Ashcroft,140cb1d,Brisbane,Bris,images/afl_logos/Bris-40.png,3.8,4.6,1.2,1.8,11.4,12.76,2.9,2.7,6.7,-0.8,0,86,99,0.1,0,86,18,7,25,56,422,114,2,5,3,20,0,8,6,5,4,10,1,4,0,0,72,3,3,0,0,0,2,1,1,8.9,-1.9,0,8,2
2026,Round 24,20262402,Jarrod Berry,2dbf75,Brisbane,Bris,images/afl_logos/Bris-40.png,0.9,3.7,4.8,2,11.4,8.5,0.6,7.2,7.8,-0.7,0,64,72,0.01,0,68,13,4,17,58.8,348,57,2,4,2,15,0,9,6,7,5,3,5,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3
2026,Round 24,20262402,Dayne Zorko,2280e8,Brisbane,Bris,images/afl_logos/Bris-40.png,5.2,0.8,0.5,4,10.6,10.62,2.9,6,5.1,4.9,0,85,75,0.04,0,85,15,6,21,76.2,411,295,3,2,2,23,4,5,4,1,1,7,3,4,0,2,0,3,1,0,0,0,1,0,1,2.3,-1.3,1,5,4
2026,Round 24,20262402,Darcy Fort,231163,Brisbane,Bris,images/afl_logos/Bris-40.png,2.7,0.5,3.2,4.3,10.6,10.05,3.3,3.8,4.7,1.4,0,62,45,0,0,49,5,3,8,75,142,87,2,1,0,5,0,4,3,2,1,2,1,2,1,1,33,1,2,37,21,7,0,0,0,0,0,1,5,3
2026,Round 24,20262402,Billy Frampton,2da69d,Collingwood,Coll,images/afl_logos/Coll-40.png,4.2,1.6,2,2.4,10.2,8.1,0.2,10.8,7.5,-0.2,0,62,45,0,0,96,8,4,12,58.3,227,160,0,3,0,7,0,6,4,5,3,2,9,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2026,Round 24,20262402,Beau McCreery,14081d5,Collingwood,Coll,images/afl_logos/Coll-40.png,1.3,2.1,2.5,4,9.8,10.51,6,2.4,5.2,3.6,0,57,61,0,0,84,4,13,17,76.5,198,146,4,3,5,25,0,9,6,3,2,7,2,1,0,0,49,5,4,0,0,0,0,0,0,0,0,0,2,0
2026,Round 24,20262402,Steele Sidebottom,22ce05,Collingwood,Coll,images/afl_logos/Coll-40.png,3.9,3.4,0,2.3,9.6,7.5,2,4.4,4.4,1.7,0,78,72,0,0,82,6,10,16,93.8,311,164,0,3,4,19,1,5,5,3,3,4,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2026,Round 24,20262402,Jack Crisp,23006f,Collingwood,Coll,images/afl_logos/Coll-40.png,0.7,2.9,2.4,3.4,9.4,10.85,1.8,6.4,4.5,4,0,57,58,0,0,88,5,8,13,76.9,311,95,2,3,5,24,0,4,4,2,2,5,4,3,0,2,19,1,1,0,0,0,0,0,0,0,0,0,4,3
2026,Round 24,20262402,Ty Gallop,140f5ab,Brisbane,Bris,images/afl_logos/Bris-40.png,0.6,3.4,3.3,1.2,8.6,7.76,0,8.9,5,2.5,0,50,30,0,0,82,8,0,8,62.5,259,48,1,4,0,3,0,3,2,3,2,3,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 24,20262402,Scott Pendlebury,227d21,Collingwood,Coll,images/afl_logos/Coll-40.png,8.6,0,0,0,8.6,11.07,1.9,4.6,1.6,5.2,0,49,26,0,0,20,3,5,8,100,84,185,2,0,1,3,0,2,2,0,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,0
2026,Round 24,20262402,Jeremy Howe,22f671,Collingwood,Coll,images/afl_logos/Coll-40.png,1.3,4,2.1,1.1,8.5,10.13,0,7.5,2.4,2,0,52,34,0,0,73,6,3,9,77.8,124,177,0,1,1,4,2,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
